index,name,sector,biome,hazards,hash,position,waypoints,maxHealth,health,disabled,initialOwner,currentOwner,regenPerSecond,event,statistics,attacking
104,THE WEIR,Theseus,"{'name': 'Highlands', 'description': 'Rocky outcroppings punctuate fields of tall grass in a planet dominated by misty highland terrain.'}","[{'name': 'Thick Fog', 'description': 'Dense fog lightly reduce visibility for both enemy and friendly units.'}, {'name': 'Rainstorms', 'description': 'Torrential rainstorms reduce visibility.'}]",701410047,"{'x': -0.42307508, 'y': -0.029368328}",[],1000000,1000000,False,Humans,Humans,1388.8889,,"{'missionsWon': 0, 'missionsLost': 0, 'missionTime': 0, 'terminidKills': 0, 'automatonKills': 0, 'illuminateKills': 0, 'bulletsFired': 0, 'bulletsHit': 0, 'timePlayed': 0, 'deaths': 0, 'revives': 0, 'friendlies': 0, 'missionSuccessRate': 0, 'accuracy': 0, 'playerCount': 0}",[]
105,KUPER,Theseus,"{'name': 'Rainforest', 'description': ""The strange subversion of photosynthesis that sustains the oddly-hued flora that flourishes on this planet remains an intriguing mystery to Super Earth's greatest exo-biologists.""}","[{'name': 'Ion Storms', 'description': 'Ion storms intermittently disable Stratagems.'}]",2344219187,"{'x': -0.46455657, 'y': -0.09407307}",[],1000000,1000000,False,Humans,Humans,1388.8889,,"{'missionsWon': 0, 'missionsLost': 0, 'missionTime': 0, 'terminidKills': 0, 'automatonKills': 0, 'illuminateKills': 0, 'bulletsFired': 0, 'bulletsHit': 0, 'timePlayed': 0, 'deaths': 0, 'revives': 0, 'friendlies': 0, 'missionSuccessRate': 0, 'accuracy': 0, 'playerCount': 0}",[]
106,OSLO STATION,Sagan,"{'name': 'Icemoss', 'description': 'Ice and moss-covered rock can be found across most of the surface of this planet.'}","[{'name': 'Extreme Cold', 'description': 'Icy temperatures reduce rate of fire and delay heat buildup in weapons.'}]",1496025116,"{'x': -0.4232602, 'y': 0.05013234}",[],1000000,1000000,False,Humans,Humans,1388.8889,,"{'missionsWon': 0, 'missionsLost': 0, 'missionTime': 0, 'terminidKills': 0, 'automatonKills': 0, 'illuminateKills': 0, 'bulletsFired': 0, 'bulletsHit': 0, 'timePlayed': 0, 'deaths': 0, 'revives': 0, 'friendlies': 0, 'missionSuccessRate': 0, 'accuracy': 0, 'playerCount': 0}",[]
107,PÖPLI IX,Xzar,"{'name': 'Desolate', 'description': 'Scorching temperatures, high winds, and low precipitation cause a near-constant cycle of fires to sweep this planet, punctuated by short bursts of lush rebirth between infernos.'}","[{'name': 'Intense Heat', 'description': 'High temperatures increase stamina drain and speed up heat buildup in weapons.'}, {'name': 'Fire Tornadoes', 'description': 'Planet is ravaged by deadly fire tornadoes.'}]",696145979,"{'x': -0.6355565, 'y': 0.0490733}",[155],1000000,1000000,False,Humans,Humans,1388.8889,,"{'missionsWon': 110495, 'missionsLost': 18007, 'missionTime': 440599940, 'terminidKills': 0, 'automatonKills': 34423029, 'illuminateKills': 0, 'bulletsFired': 178714526, 'bulletsHit': 187303260, 'timePlayed': 440599940, 'deaths': 982894, 'revives': 0, 'friendlies': 131925, 'missionSuccessRate': 85, 'accuracy': 100, 'playerCount': 0}",[]
108,GUNVALD,Sagan,"{'name': 'Crimsonmoor', 'description': 'A crimson algae has propagated wildly across this entire planet, coating its rocky hills with a constant red that masks the spilt blood of the heroes who defend it from tyranny.'}","[{'name': 'Ion Storms', 'description': 'Ion storms intermittently disable Stratagems.'}]",435094671,"{'x': -0.349058, 'y': 0.0568677}",[],1000000,1000000,False,Humans,Humans,1388.8889,,"{'missionsWon': 0, 'missionsLost': 0, 'missionTime': 0, 'terminidKills': 0, 'automatonKills': 0, 'illuminateKills': 0, 'bulletsFired': 0, 'bulletsHit': 0, 'timePlayed': 0, 'deaths': 0, 'revives': 0, 'friendlies': 0, 'missionSuccessRate': 0, 'accuracy': 0, 'playerCount': 0}",[]
109,DOLPH,Nanos,"{'name': 'Moon', 'description': 'A rocky, lonely moon with extremely valuable mineral deposits underneath the surface.'}","[{'name': 'Extreme Cold', 'description': 'Icy temperatures reduce rate of fire and delay heat buildup in weapons.'}, {'name': 'Meteor Storms', 'description': 'Meteors impact the surface causing massive damage.'}]",2131959183,"{'x': -0.531078, 'y': 0.05410378}",[],1000000,1000000,False,Humans,Humans,1388.8889,,"{'missionsWon': 0, 'missionsLost': 0, 'missionTime': 0, 'terminidKills': 0, 'automatonKills': 0, 'illuminateKills': 0, 'bulletsFired': 0, 'bulletsHit': 0, 'timePlayed': 0, 'deaths': 0, 'revives': 0, 'friendlies': 0, 'missionSuccessRate': 0, 'accuracy': 0, 'playerCount': 0}",[]
110,BEKVAM III,Nanos,"{'name': 'Ethereal', 'description': 'This world teems with ethereal, boundless, and peculiar plant life that spreads silent and uninterrupted across its entire surface.'}","[{'name': 'None', 'description': ""This planet's environment is not yet known, or has no environmental modifiers.""}]",412801448,"{'x': -0.48401085, 'y': 0.21397132}",[],1000000,1000000,False,Humans,Humans,1388.8889,,"{'missionsWon': 0, 'missionsLost': 0, 'missionTime': 0, 'terminidKills': 0, 'automatonKills': 0, 'illuminateKills': 0, 'bulletsFired': 0, 'bulletsHit': 0, 'timePlayed': 0, 'deaths': 0, 'revives': 0, 'friendlies': 0, 'missionSuccessRate': 0, 'accuracy': 0, 'playerCount': 0}",[]
111,DUMA TYR,Nanos,"{'name': 'Tundra', 'description': ""A perennially chilly climate has allowed short, colourful shrubs to flourish across this planet's surface.""}","[{'name': 'None', 'description': ""This planet's environment is not yet known, or has no environmental modifiers.""}]",255676170,"{'x': -0.40970957, 'y': 0.15897132}",[],1000000,1000000,False,Humans,Humans,1388.8889,,"{'missionsWon': 0, 'missionsLost': 0, 'missionTime': 0, 'terminidKills': 0, 'automatonKills': 0, 'illuminateKills': 0, 'bulletsFired': 0, 'bulletsHit': 0, 'timePlayed': 0, 'deaths': 0, 'revives': 0, 'friendlies': 0, 'missionSuccessRate': 0, 'accuracy': 0, 'playerCount': 0}",[]
112,VERNEN WELLS,Hydra,"{'name': 'Canyon', 'description': 'This arid, rocky biome covering this world has driven the evolution of exceptionally efficient water usage in its various organisms.'}","[{'name': 'Tremors', 'description': 'Frequent earthquakes stun players and enemies alike.'}]",2442155408,"{'x': -0.26997122, 'y': 0.3760109}","[67, 113, 194]",1000000,1000000,False,Humans,Humans,1.3888888,,"{'missionsWon': 11241032, 'missionsLost': 1467588, 'missionTime': 43490409493, 'terminidKills': 742, 'automatonKills': 3455628648, 'illuminateKills': 0, 'bulletsFired': 19473539670, 'bulletsHit': 20587390300, 'timePlayed': 43490409493, 'deaths': 99797882, 'revives': 0, 'friendlies': 10963544, 'missionSuccessRate': 88, 'accuracy': 100, 'playerCount': 11}","[113, 203]"
113,AESIR PASS,Hydra,"{'name': 'Wasteland', 'description': 'The lifeless grey of this planet is interrupted only by the violet flowers that grow from strange, parasitic outcroppings.'}","[{'name': 'Thick Fog', 'description': 'Dense fog lightly reduce visibility for both enemy and friendly units.'}]",3407029244,"{'x': -0.34874794, 'y': 0.28628126}",[],1000000,1000000,False,Humans,Automaton,1.3888888,,"{'missionsWon': 5239928, 'missionsLost': 443699, 'missionTime': 18080270417, 'terminidKills': 503, 'automatonKills': 1376386625, 'illuminateKills': 0, 'bulletsFired': 7382492336, 'bulletsHit': 7742197092, 'timePlayed': 18080270417, 'deaths': 41942192, 'revives': 0, 'friendlies': 4722713, 'missionSuccessRate': 92, 'accuracy': 100, 'playerCount': 1449}",[]
114,AURORA BAY,Valdis,"{'name': 'Tundra', 'description': ""A perennially chilly climate has allowed short, colourful shrubs to flourish across this planet's surface.""}","[{'name': 'None', 'description': ""This planet's environment is not yet known, or has no environmental modifiers.""}]",975759959,"{'x': -0.44310373, 'y': 0.599078}",[159],1000000,1000000,False,Humans,Automaton,6.9444447,,"{'missionsWon': 186290, 'missionsLost': 16662, 'missionTime': 535903972, 'terminidKills': 0, 'automatonKills': 44577644, 'illuminateKills': 0, 'bulletsFired': 226943432, 'bulletsHit': 239151052, 'timePlayed': 535903972, 'deaths': 1185330, 'revives': 0, 'friendlies': 132026, 'missionSuccessRate': 91, 'accuracy': 100, 'playerCount': 0}",[]
115,PENTA,Lacaille,"{'name': 'Wasteland', 'description': 'The lifeless grey of this planet is interrupted only by the violet flowers that grow from strange, parasitic outcroppings.'}","[{'name': 'Thick Fog', 'description': 'Dense fog lightly reduce visibility for both enemy and friendly units.'}]",101741274,"{'x': -0.27880847, 'y': 0.58735436}","[160, 194]",1000000,1000000,False,Humans,Automaton,6.9444447,,"{'missionsWon': 3009912, 'missionsLost': 269710, 'missionTime': 10463967045, 'terminidKills': 101, 'automatonKills': 700461313, 'illuminateKills': 0, 'bulletsFired': 4179872310, 'bulletsHit': 4256339178, 'timePlayed': 10463967045, 'deaths': 28266078, 'revives': 0, 'friendlies': 3426566, 'missionSuccessRate': 91, 'accuracy': 100, 'playerCount': 403}",[]
116,GAELLIVARE,Talus,"{'name': 'Jungle', 'description': 'Abundant with life, this wet planet is covered in deep oceans, thick forests, and tall grasses.'}","[{'name': 'Volcanic Activity', 'description': 'Volcanoes throw burning rocks around this planet.'}, {'name': 'Rainstorms', 'description': 'Torrential rainstorms reduce visibility.'}]",2654907023,"{'x': -0.16213205, 'y': 0.4142603}",[69],1000000,1000000,False,Humans,Humans,4.1666665,,"{'missionsWon': 4370441, 'missionsLost': 436455, 'missionTime': 16624000681, 'terminidKills': 0, 'automatonKills': 1383032536, 'illuminateKills': 0, 'bulletsFired': 6311812897, 'bulletsHit': 6798040146, 'timePlayed': 16624000681, 'deaths': 40278053, 'revives': 0, 'friendlies': 4353237, 'missionSuccessRate': 90, 'accuracy': 100, 'playerCount': 2}",[]
117,VOG-SOJOTH,Tanis,"{'name': 'Winter', 'description': ""Submerged in eternal winter, this world's frosty peaks glimmer in the light of its too-distant star.""}","[{'name': 'Extreme Cold', 'description': 'Icy temperatures reduce rate of fire and delay heat buildup in weapons.'}, {'name': 'Blizzards', 'description': 'Intense blizzard reduce mobility and moderately reduce visibility for both enemy and friendly units.'}]",2580049274,"{'x': -0.122073, 'y': 0.5435566}","[161, 162]",1000000,1000000,False,Humans,Automaton,4.1666665,,"{'missionsWon': 4702356, 'missionsLost': 260993, 'missionTime': 16599206445, 'terminidKills': 578, 'automatonKills': 1494476839, 'illuminateKills': 205, 'bulletsFired': 6373405108, 'bulletsHit': 7134593128, 'timePlayed': 16599206445, 'deaths': 32227941, 'revives': 0, 'friendlies': 3981772, 'missionSuccessRate': 94, 'accuracy': 100, 'playerCount': 1186}",[]
118,KIRRIK,Arturion,"{'name': 'Jungle', 'description': 'Abundant with life, this wet planet is covered in deep oceans, thick forests, and tall grasses.'}","[{'name': 'Volcanic Activity', 'description': 'Volcanoes throw burning rocks around this planet.'}, {'name': 'Rainstorms', 'description': 'Torrential rainstorms reduce visibility.'}]",612402065,"{'x': 0.12954043, 'y': 0.52342516}",[],1000000,1000000,False,Humans,Humans,1388.8889,,"{'missionsWon': 0, 'missionsLost': 0, 'missionTime': 0, 'terminidKills': 0, 'automatonKills': 0, 'illuminateKills': 0, 'bulletsFired': 0, 'bulletsHit': 0, 'timePlayed': 0, 'deaths': 0, 'revives': 0, 'friendlies': 0, 'missionSuccessRate': 0, 'accuracy': 0, 'playerCount': 0}",[]
119,MORTAX PRIME,Arturion,"{'name': 'Desert', 'description': 'A desert planet prone to unpredictable and dangerous sand twisters.'}","[{'name': 'Intense Heat', 'description': 'High temperatures increase stamina drain and speed up heat buildup in weapons.'}, {'name': 'Tremors', 'description': 'Frequent earthquakes stun players and enemies alike.'}]",248400433,"{'x': 0.033894707, 'y': 0.5456473}",[],1000000,1000000,False,Humans,Humans,1388.8889,,"{'missionsWon': 0, 'missionsLost': 0, 'missionTime': 0, 'terminidKills': 0, 'automatonKills': 0, 'illuminateKills': 0, 'bulletsFired': 0, 'bulletsHit': 0, 'timePlayed': 0, 'deaths': 0, 'revives': 0, 'friendlies': 0, 'missionSuccessRate': 0, 'accuracy': 0, 'playerCount': 0}",[]
120,WILFORD STATION,Arturion,"{'name': 'Toxic', 'description': ""Dense, toxic fumes from deep within the planet's crust seep out of cracks in the earth and coat the ground in a sickly haze.""}","[{'name': 'Acid Storms', 'description': 'Corrosive acid storms temporarily reduce armor effectiveness for both enemy and friendly units.'}]",1423930789,"{'x': 0.1969427, 'y': 0.5865483}",[],1000000,1000000,False,Humans,Humans,1388.8889,,"{'missionsWon': 0, 'missionsLost': 0, 'missionTime': 0, 'terminidKills': 0, 'automatonKills': 0, 'illuminateKills': 0, 'bulletsFired': 0, 'bulletsHit': 0, 'timePlayed': 0, 'deaths': 0, 'revives': 0, 'friendlies': 0, 'missionSuccessRate': 0, 'accuracy': 0, 'playerCount': 0}",[]
121,PIONEER II,Arturion,"{'name': 'Canyon', 'description': 'This arid, rocky biome covering this world has driven the evolution of exceptionally efficient water usage in its various organisms.'}","[{'name': 'Tremors', 'description': 'Frequent earthquakes stun players and enemies alike.'}]",429955586,"{'x': 0.28023794, 'y': 0.6415732}",[],1000000,1000000,False,Humans,Humans,1388.8889,,"{'missionsWon': 0, 'missionsLost': 0, 'missionTime': 0, 'terminidKills': 0, 'automatonKills': 0, 'illuminateKills': 0, 'bulletsFired': 0, 'bulletsHit': 0, 'timePlayed': 0, 'deaths': 0, 'revives': 0, 'friendlies': 0, 'missionSuccessRate': 0, 'accuracy': 0, 'playerCount': 0}",[]
122,ERSON SANDS,Falstaff,"{'name': 'Desert', 'description': 'A desert planet prone to unpredictable and dangerous sand twisters.'}","[{'name': 'Intense Heat', 'description': 'High temperatures increase stamina drain and speed up heat buildup in weapons.'}, {'name': 'Tremors', 'description': 'Frequent earthquakes stun players and enemies alike.'}]",137703244,"{'x': 0.46854144, 'y': 0.5513042}",[211],1000000,1000000,False,Humans,Terminids,8.333333,,"{'missionsWon': 1534405, 'missionsLost': 162024, 'missionTime': 5731272159, 'terminidKills': 756933282, 'automatonKills': 0, 'illuminateKills': 0, 'bulletsFired': 3477914213, 'bulletsHit': 4253859174, 'timePlayed': 5731272159, 'deaths': 13927517, 'revives': 0, 'friendlies': 2224878, 'missionSuccessRate': 90, 'accuracy': 100, 'playerCount': 3}",[]
123,SOCORRO III,Falstaff,"{'name': 'Foggy Swamp', 'description': 'Squelching mud, twisting roots; the odor of rot and anarchy. A teeming, endless morass.'}","[{'name': 'Thick Fog', 'description': 'Dense fog lightly reduce visibility for both enemy and friendly units.'}]",1156965013,"{'x': 0.3994094, 'y': 0.6009798}",[122],1000000,1000000,False,Humans,Terminids,4.1666665,,"{'missionsWon': 1441212, 'missionsLost': 207259, 'missionTime': 5692594975, 'terminidKills': 724915886, 'automatonKills': 0, 'illuminateKills': 0, 'bulletsFired': 3595366763, 'bulletsHit': 4410217888, 'timePlayed': 5692594975, 'deaths': 13876794, 'revives': 0, 'friendlies': 2332833, 'missionSuccessRate': 87, 'accuracy': 100, 'playerCount': 0}",[]
124,BORE ROCK,Falstaff,"{'name': 'Swamp', 'description': 'Tall, gnarled trees flourish across the surface of this forested world. Sunlight filters past dangling vines, to the saturated undergrowth below.'}","[{'name': 'Rainstorms', 'description': 'Torrential rainstorms reduce visibility.'}]",2435651414,"{'x': 0.3259798, 'y': 0.4174094}",[],1000000,1000000,False,Humans,Terminids,2.7777777,,"{'missionsWon': 3619098, 'missionsLost': 333741, 'missionTime': 12660384034, 'terminidKills': 1819845694, 'automatonKills': 82, 'illuminateKills': 0, 'bulletsFired': 7327737925, 'bulletsHit': 8716019530, 'timePlayed': 12660384034, 'deaths': 28124918, 'revives': 0, 'friendlies': 4866397, 'missionSuccessRate': 91, 'accuracy': 100, 'playerCount': 371}",[]
125,FENRIR III,Umlaut,"{'name': 'Moon', 'description': 'A rocky, lonely moon with extremely valuable mineral deposits underneath the surface.'}","[{'name': 'Extreme Cold', 'description': 'Icy temperatures reduce rate of fire and delay heat buildup in weapons.'}, {'name': 'Meteor Storms', 'description': 'Meteors impact the surface causing massive damage.'}]",2875368439,"{'x': 0.46994886, 'y': 0.27418607}",[168],1000000,1000000,False,Terminids,Humans,5.5555553,,"{'missionsWon': 15389619, 'missionsLost': 1169233, 'missionTime': 39642509409, 'terminidKills': 5527856204, 'automatonKills': 93142, 'illuminateKills': 0, 'bulletsFired': 24496049072, 'bulletsHit': 26787051101, 'timePlayed': 39642509409, 'deaths': 90069566, 'revives': 0, 'friendlies': 15181324, 'missionSuccessRate': 92, 'accuracy': 100, 'playerCount': 54}",[34]
126,TURING,Umlaut,"{'name': 'Ethereal', 'description': 'This world teems with ethereal, boundless, and peculiar plant life that spreads silent and uninterrupted across its entire surface.'}","[{'name': 'None', 'description': ""This planet's environment is not yet known, or has no environmental modifiers.""}]",2706883571,"{'x': 0.5348745, 'y': 0.11823793}",[129],1000000,1000000,False,Terminids,Humans,6.9444447,,"{'missionsWon': 17796478, 'missionsLost': 1192378, 'missionTime': 33004295856, 'terminidKills': 4198519234, 'automatonKills': 52530, 'illuminateKills': 0, 'bulletsFired': 20811033993, 'bulletsHit': 21261359448, 'timePlayed': 33004295856, 'deaths': 84317647, 'revives': 0, 'friendlies': 13888383, 'missionSuccessRate': 93, 'accuracy': 100, 'playerCount': 7}",[]
